seed,dtype,point,quantized_point,order,observed,reference,reference_magnitude,absolute_error,scaled_error
20260918,float32,0.5,0.5,6,1.926626443862915,1.9266261740541761,1.9266261740541761,2.6980873890636303e-07,1.400420810948539e-07
20260918,float32,0.5,0.5,7,7.945718765258789,7.9457177001406825,7.9457177001406825,1.0651181066023696e-06,1.340493265427126e-07
20260918,float32,0.5,0.5,8,-29.856048583984375,-29.856045022470898,29.856045022470898,3.5615134770239365e-06,1.1928952660485988e-07
20260918,float32,0.5,0.5,9,-358.80352783203125,-358.80353193957257,358.80353193957257,4.107541315079288e-06,1.1447884286075128e-08
20260918,float32,0.5,0.5,10,344.2802429199219,344.2803736363164,344.2803736363164,0.0001307163945512002,3.796800647407325e-07
20260918,float32,0.9,0.8999999761581421,0,-0.14082008600234985,-0.14082010026362876,0.14082010026362876,1.4261278907801156e-08,1.4261278907801156e-08
20260918,float32,0.9,0.8999999761581421,1,0.05131066218018532,0.05131067097117826,0.05131067097117826,8.790992940543862e-09,8.790992940543862e-09
20260918,float32,0.9,0.8999999761581421,2,0.03298960626125336,0.03298959965018111,0.03298959965018111,6.611072245199523e-09,6.611072245199523e-09
20260918,float32,0.9,0.8999999761581421,3,-0.1721440702676773,-0.17214404457256965,0.17214404457256965,2.5695107652712323e-08,2.5695107652712323e-08
20260918,float32,0.9,0.8999999761581421,4,-0.017367180436849594,-0.01736719308508748,0.01736719308508748,1.2648237887602498e-08,1.2648237887602498e-08
20260918,float32,0.9,0.8999999761581421,5,0.9938433170318604,0.9938434736287504,0.9938434736287504,1.5659689001079613e-07,1.5659689001079613e-07
20260918,float32,0.9,0.8999999761581421,6,0.45551449060440063,0.45551456325970036,0.45551456325970036,7.265529972100282e-08,7.265529972100282e-08
20260918,float32,0.9,0.8999999761581421,7,-14.88821029663086,-14.888210676716868,14.888210676716868,3.800860088887248e-07,2.5529327676906633e-08
20260918,float32,0.9,0.8999999761581421,8,-20.417163848876953,-20.417168683120135,20.417168683120135,4.834243181761622e-06,2.3677343596413175e-07
20260918,float32,0.9,0.8999999761581421,9,471.46905517578125,471.46915011188423,471.46915011188423,9.493610298250132e-05,2.0136227992854264e-07
20260918,float32,0.9,0.8999999761581421,10,828.710693359375,828.7113100283041,828.7113100283041,0.0006166689290694194,7.441299782047834e-07
20260918,float64,-0.9,-0.9,0,-0.10020292056670296,-0.10020292056670299,0.10020292056670299,2.7755575615628914e-17,2.7755575615628914e-17
20260918,float64,-0.9,-0.9,1,-0.07974117324564339,-0.07974117324564337,0.07974117324564337,2.7755575615628914e-17,2.7755575615628914e-17
20260918,float64,-0.9,-0.9,2,-0.011504864275843376,-0.011504864275843386,0.011504864275843386,1.0408340855860843e-17,1.0408340855860843e-17
20260918,float64,-0.9,-0.9,3,0.15414910278931285,0.15414910278931276,0.15414910278931276,8.326672684688674e-17,8.326672684688674e-17
20260918,float64,-0.9,-0.9,4,0.18235248186736716,0.18235248186736722,0.18235248186736722,5.551115123125783e-17,5.551115123125783e-17
20260918,float64,-0.9,-0.9,5,-0.6719748444352427,-0.6719748444352422,0.6719748444352422,4.440892098500626e-16,4.440892098500626e-16
20260918,float64,-0.9,-0.9,6,-2.0090003113751447,-2.0090003113751447,2.0090003113751447,0.0,0.0
20260918,float64,-0.9,-0.9,7,5.952253269951644,5.952253269951644,5.952253269951644,0.0,0.0
20260918,float64,-0.9,-0.9,8,40.40135895036868,40.40135895036867,40.40135895036867,1.4210854715202004e-14,3.517419979030762e-16
20260918,float64,-0.9,-0.9,9,-47.61123912755941,-47.611239127559465,47.611239127559465,5.684341886080802e-14,1.193907571036196e-15
20260918,float64,-0.9,-0.9,10,-1261.9932048928274,-1261.9932048928274,1261.9932048928274,0.0,0.0
20260918,float64,-0.5,-0.5,0,-0.13124726408421256,-0.13124726408421256,0.13124726408421256,0.0,0.0
20260918,float64,-0.5,-0.5,1,-0.07090902932315145,-0.07090902932315145,0.07090902932315145,0.0,0.0
20260918,float64,-0.5,-0.5,2,0.056133414308249314,0.05613341430824934,0.05613341430824934,2.7755575615628914e-17,2.7755575615628914e-17
20260918,float64,-0.5,-0.5,3,0.16100801881972934,0.16100801881972931,0.16100801881972931,2.7755575615628914e-17,2.7755575615628914e-17
20260918,float64,-0.5,-0.5,4,-0.15189962136271978,-0.15189962136271978,0.15189962136271978,0.0,0.0
20260918,float64,-0.5,-0.5,5,-0.7256930535313485,-0.7256930535313484,0.7256930535313484,1.1102230246251565e-16,1.1102230246251565e-16
20260918,float64,-0.5,-0.5,6,1.8227230031856947,1.8227230031856947,1.8227230031856947,0.0,0.0
20260918,float64,-0.5,-0.5,7,6.680757913966441,6.680757913966439,6.680757913966439,1.7763568394002505e-15,2.658915144472894e-16
20260918,float64,-0.5,-0.5,8,-48.03302106207171,-48.033021062071725,48.033021062071725,1.4210854715202004e-14,2.958559424533742e-16
20260918,float64,-0.5,-0.5,9,-171.43236291789637,-171.43236291789626,171.43236291789626,1.1368683772161603e-13,6.631585529510774e-16
20260918,float64,-0.5,-0.5,10,1645.0426723926494,1645.0426723926494,1645.0426723926494,0.0,0.0
20260918,float64,0.0,0.0,0,-0.15687049694411237,-0.15687049694411243,0.15687049694411243,5.551115123125783e-17,5.551115123125783e-17
20260918,float64,0.0,0.0,1,-0.027232319557907995,-0.027232319557908002,0.027232319557908002,6.938893903907228e-18,6.938893903907228e-18
20260918,float64,0.0,0.0,2,0.10788621677496858,0.10788621677496857,0.10788621677496857,1.3877787807814457e-17,1.3877787807814457e-17
20260918,float64,0.0,0.0,3,0.03630203357198048,0.036302033571980495,0.036302033571980495,1.3877787807814457e-17,1.3877787807814457e-17
20260918,float64,0.0,0.0,4,-0.2784211271436972,-0.27842112714369727,0.27842112714369727,5.551115123125783e-17,5.551115123125783e-17
20260918,float64,0.0,0.0,5,0.03357788686043641,0.03357788686043652,0.03357788686043652,1.1102230246251565e-16,1.1102230246251565e-16
20260918,float64,0.0,0.0,6,0.0240259804947903,0.024025980494790343,0.024025980494790343,4.163336342344337e-17,4.163336342344337e-17
20260918,float64,0.0,0.0,7,-5.820673684042631,-5.820673684042634,5.820673684042634,3.552713678800501e-15,6.103612522619604e-16
20260918,float64,0.0,0.0,8,32.27117780617129,32.27117780617129,32.27117780617129,0.0,0.0
20260918,float64,0.0,0.0,9,198.19468977765004,198.19468977764998,198.19468977764998,5.684341886080802e-14,2.868059629881069e-16
20260918,float64,0.0,0.0,10,-1048.3732997180653,-1048.373299718065,1048.373299718065,2.2737367544323206e-13,2.1688236003757323e-16
20260918,float64,0.5,0.5,0,-0.1569655266696101,-0.15696552666961014,0.15696552666961014,2.7755575615628914e-17,2.7755575615628914e-17
20260918,float64,0.5,0.5,1,0.025478239454698053,0.025478239454698043,0.025478239454698043,1.0408340855860843e-17,1.0408340855860843e-17
20260918,float64,0.5,0.5,2,0.09137076110278494,0.09137076110278494,0.09137076110278494,0.0,0.0
20260918,float64,0.5,0.5,3,-0.10256932657833553,-0.10256932657833553,0.10256932657833553,0.0,0.0
20260918,float64,0.5,0.5,4,-0.27128661639274126,-0.2712866163927412,0.2712866163927412,5.551115123125783e-17,5.551115123125783e-17
20260918,float64,0.5,0.5,5,0.17685315235587523,0.1768531523558751,0.1768531523558751,1.3877787807814457e-16,1.3877787807814457e-16
20260918,float64,0.5,0.5,6,1.9266261740541761,1.9266261740541761,1.9266261740541761,0.0,0.0
20260918,float64,0.5,0.5,7,7.945717700140679,7.9457177001406825,7.9457177001406825,3.552713678800501e-15,4.471230684092387e-16
20260918,float64,0.5,0.5,8,-29.856045022470926,-29.856045022470898,29.856045022470898,2.842170943040401e-14,9.519582854665664e-16
20260918,float64,0.5,0.5,9,-358.8035319395727,-358.80353193957257,358.80353193957257,1.1368683772161603e-13,3.1684982894973967e-16
20260918,float64,0.5,0.5,10,344.2803736363172,344.2803736363164,344.2803736363164,7.958078640513122e-13,2.3115109805590336e-15
20260918,float64,0.9,0.9,0,-0.140820099040287,-0.14082009904028703,0.14082009904028703,2.7755575615628914e-17,2.7755575615628914e-17
20260918,float64,0.9,0.9,1,0.05131067175771156,0.051310671757711555,0.051310671757711555,6.938893903907228e-18,6.938893903907228e-18
20260918,float64,0.9,0.9,2,0.032989595545947235,0.032989595545947256,0.032989595545947256,2.0816681711721685e-17,2.0816681711721685e-17
20260918,float64,0.9,0.9,3,-0.17214404498663557,-0.17214404498663555,0.17214404498663555,2.7755575615628914e-17,2.7755575615628914e-17
20260918,float64,0.9,0.9,4,-0.017367169390012448,-0.017367169390012444,0.017367169390012444,3.469446951953614e-18,3.469446951953614e-18
20260918,float64,0.9,0.9,5,0.9938434844890597,0.9938434844890596,0.9938434844890596,1.1102230246251565e-16,1.1102230246251565e-16
20260918,float64,0.9,0.9,6,0.45551420829709094,0.4555142082970907,0.4555142082970907,2.220446049250313e-16,2.220446049250313e-16
20260918,float64,0.9,0.9,7,-14.888211163499971,-14.88821116349997,14.88821116349997,1.7763568394002505e-15,1.193129799068929e-16
20260918,float64,0.9,0.9,8,-20.417157442419406,-20.417157442419406,20.417157442419406,0.0,0.0
20260918,float64,0.9,0.9,9,471.46916986989504,471.46916986989515,471.46916986989515,1.1368683772161603e-13,2.41133132316984e-16
20260918,float64,0.9,0.9,10,828.7107727180684,828.7107727180676,828.7107727180676,7.958078640513122e-13,9.602962701222793e-16
20260919,float32,-0.9,-0.8999999761581421,0,-0.044050008058547974,-0.04405000543853125,0.04405000543853125,2.6200167244083694e-09,2.6200167244083694e-09
20260919,float32,-0.9,-0.8999999761581421,1,-0.07710123062133789,-0.07710123051112909,0.07710123051112909,1.1020880041900938e-10,1.1020880041900938e-10
20260919,float32,-0.9,-0.8999999761581421,2,-0.03568914160132408,-0.03568914408565137,0.03568914408565137,2.484327285556809e-09,2.484327285556809e-09
20260919,float32,-0.9,-0.8999999761581421,3,0.0024220221675932407,0.0024220270004949094,0.0024220270004949094,4.832901668704731e-09,4.832901668704731e-09
20260919,float32,-0.9,-0.8999999761581421,4,0.07681093364953995,0.07681096886686822,0.07681096886686822,3.521732827582724e-08,3.521732827582724e-08
20260919,float32,-0.9,-0.8999999761581421,5,0.20484507083892822,0.20484513551691977,0.20484513551691977,6.46779915458584e-08,6.46779915458584e-08
20260919,float32,-0.9,-0.8999999761581421,6,-0.7906187176704407,-0.7906192284828603,0.7906192284828603,5.108124195851715e-07,5.108124195851715e-07
20260919,float32,-0.9,-0.8999999761581421,7,-6.79539155960083,-6.795391377838274,6.795391377838274,1.817625561173486e-07,2.6747915758042807e-08
20260919,float32,-0.9,-0.8999999761581421,8,12.198555946350098,12.19855353425321,12.19855353425321,2.4120968884489002e-06,1.9773630387207773e-07
20260919,float32,-0.9,-0.8999999761581421,9,297.3596496582031,297.35969094080724,297.35969094080724,4.1282604115622235e-05,1.3883053209064574e-07
20260919,float32,-0.9,-0.8999999761581421,10,187.2595672607422,187.25933542827764,187.25933542827764,0.00023183246455005246,1.2380288759427261e-06
20260919,float32,-0.5,-0.5,0,-0.07762668281793594,-0.07762668563084978,0.07762668563084978,2.8129138324173297e-09,2.8129138324173297e-09
20260919,float32,-0.5,-0.5,1,-0.09024297446012497,-0.09024296624455286,0.09024296624455286,8.215572111502922e-09,8.215572111502922e-09
20260919,float32,-0.5,-0.5,2,-0.027656208723783493,-0.027656213401957265,0.027656213401957265,4.67817377197699e-09,4.67817377197699e-09
20260919,float32,-0.5,-0.5,3,0.03638496622443199,0.036384955173656204,0.036384955173656204,1.1050775787502243e-08,1.1050775787502243e-08
20260919,float32,-0.5,-0.5,4,0.05731190741062164,0.05731193837054787,0.05731193837054787,3.095992622687005e-08,3.095992622687005e-08
20260919,float32,-0.5,-0.5,5,-0.2801879048347473,-0.2801879021522794,0.2801879021522794,2.6824679144610286e-09,2.6824679144610286e-09
20260919,float32,-0.5,-0.5,6,-0.44300517439842224,-0.4430054187578382,0.4430054187578382,2.443594159795559e-07,2.443594159795559e-07
20260919,float32,-0.5,-0.5,7,8.822707176208496,8.82270441662094,8.82270441662094,2.7595875558006355e-06,3.1278250131579796e-07
20260919,float32,-0.5,-0.5,8,13.49230670928955,13.492316540008702,13.492316540008702,9.830719150727418e-06,7.286161069210342e-07
20260919,float32,-0.5,-0.5,9,-356.62042236328125,-356.6203902433659,356.6203902433659,3.2119915374551056e-05,9.006752348801955e-08
20260919,float32,-0.5,-0.5,10,-464.6717834472656,-464.6719169199602,464.6719169199602,0.0001334726945856346,2.872407169995283e-07
20260919,float32,0.0,0.0,0,-0.12536734342575073,-0.12536734940072386,0.12536734940072386,5.97497312737616e-09,5.97497312737616e-09
20260919,float32,0.0,0.0,1,-0.0989939421415329,-0.09899395146377575,0.09899395146377575,9.3222428526607e-09,9.3222428526607e-09
20260919,float32,0.0,0.0,2,-0.007206094451248646,-0.007206094714989584,0.007206094714989584,2.637409379432909e-10,2.637409379432909e-10
20260919,float32,0.0,0.0,3,0.04042888060212135,0.04042887577309032,0.04042887577309032,4.829031036157616e-09,4.829031036157616e-09
20260919,float32,0.0,0.0,4,0.0026557554956525564,0.002655764992805429,0.002655764992805429,9.497152872722098e-09,9.497152872722098e-09
20260919,float32,0.0,0.0,5,0.1622544676065445,0.16225456701037924,0.16225456701037924,9.940383474682513e-08,9.940383474682513e-08
20260919,float32,0.0,0.0,6,0.6765133738517761,0.6765131602880015,0.6765131602880015,2.1356377466474896e-07,2.1356377466474896e-07
20260919,float32,0.0,0.0,7,-6.288757801055908,-6.288757848181591,6.288757848181591,4.7125682911541844e-08,7.493639292403084e-09
20260919,float32,0.0,0.0,8,-13.566444396972656,-13.566434951464537,13.566434951464537,9.445508119654278e-06,6.962409913471489e-07
20260919,float32,0.0,0.0,9,206.4390411376953,206.4389890161912,206.4389890161912,5.212150412603478e-05,2.524789739303889e-07
20260919,float32,0.0,0.0,10,-180.045166015625,-180.04544862030286,180.04544862030286,0.0002826046778636737,1.5696296686713677e-06
20260919,float32,0.5,0.5,0,-0.17486901581287384,-0.17486902467141105,0.17486902467141105,8.85853720933305e-09,8.85853720933305e-09
20260919,float32,0.5,0.5,1,-0.09702902287244797,-0.09702903811282221,0.09702903811282221,1.5240374240388377e-08,1.5240374240388377e-08
20260919,float32,0.5,0.5,2,0.016829419881105423,0.016829427958549095,0.016829427958549095,8.07744367226082e-09,8.07744367226082e-09
20260919,float32,0.5,0.5,3,0.060022756457328796,0.06002276041233404,0.06002276041233404,3.955005246913945e-09,3.955005246913945e-09
20260919,float32,0.5,0.5,4,0.045825693756341934,0.04582566991245289,0.04582566991245289,2.38438890437509e-08,2.38438890437509e-08
20260919,float32,0.5,0.5,5,-0.1554197072982788,-0.15541964041588166,0.15541964041588166,6.688239714836008e-08,6.688239714836008e-08
20260919,float32,0.5,0.5,6,-1.1711719036102295,-1.171172164348126,1.171172164348126,2.607378966068552e-07,2.2262986138505247e-07
20260919,float32,0.5,0.5,7,1.781206488609314,1.781206886909071,1.781206886909071,3.9829975695404585e-07,2.2361229337329566e-07
20260919,float32,0.5,0.5,8,21.74721336364746,21.747217524907104,21.747217524907104,4.161259642643245e-06,1.9134676139038712e-07
20260919,float32,0.5,0.5,9,-59.40287780761719,-59.402907185414136,59.402907185414136,2.9377796948892865e-05,4.945515016158388e-07
20260919,float32,0.5,0.5,10,-341.5343322753906,-341.5343327588272,341.5343327588272,4.834365654460271e-07,1.4154845328168032e-09
20260919,float32,0.9,0.8999999761581421,0,-0.21166421473026276,-0.21166420365216657,0.21166420365216657,1.1078096190386688e-08,1.1078096190386688e-08
20260919,float32,0.9,0.8999999761581421,1,-0.08525630086660385,-0.0852563174516215,0.0852563174516215,1.658501765089415e-08,1.658501765089415e-08
20260919,float32,0.9,0.8999999761581421,2,0.04184970632195473,0.0418497133078938,0.0418497133078938,6.985939070280889e-09,6.985939070280889e-09
20260919,float32,0.9,0.8999999761581421,3,0.056764040142297745,0.056764038782549785,0.056764038782549785,1.3597479600613305e-09,1.3597479600613305e-09
20260919,float32,0.9,0.8999999761581421,4,-0.07423952221870422,-0.0742395281303857,0.0742395281303857,5.9116814776771776e-09,5.9116814776771776e-09
20260919,float32,0.9,0.8999999761581421,5,-0.3311298191547394,-0.33112989190367714,0.33112989190367714,7.27489377627677e-08,7.27489377627677e-08
20260919,float32,0.9,0.8999999761581421,6,0.44628459215164185,0.44628467017825574,0.44628467017825574,7.802661389222365e-08,7.802661389222365e-08
20260919,float32,0.9,0.8999999761581421,7,4.128353118896484,4.128353996379946,4.128353996379946,8.774834618918703e-07,2.1255044084429638e-07
20260919,float32,0.9,0.8999999761581421,8,-9.141271591186523,-9.141269943022248,9.141269943022248,1.6481642752808057e-06,1.8029926755843035e-07
20260919,float32,0.9,0.8999999761581421,9,-52.4899787902832,-52.49001231235902,52.49001231235902,3.352207581741595e-05,6.386372252673872e-07
20260919,float32,0.9,0.8999999761581421,10,236.0924530029297,236.09242066756312,236.09242066756312,3.2335366569213875e-05,1.3696062956101688e-07
20260919,float64,-0.9,-0.9,0,-0.044050003600294665,-0.04405000360029468,0.04405000360029468,1.3877787807814457e-17,1.3877787807814457e-17
20260919,float64,-0.9,-0.9,1,-0.07710122966023354,-0.07710122966023358,0.07710122966023358,4.163336342344337e-17,4.163336342344337e-17
20260919,float64,-0.9,-0.9,2,-0.03568914414339695,-0.03568914414339697,0.03568914414339697,1.3877787807814457e-17,1.3877787807814457e-17
20260919,float64,-0.9,-0.9,3,0.002422025169178735,0.0024220251691787604,0.0024220251691787604,2.5153490401663703e-17,2.5153490401663703e-17
20260919,float64,-0.9,-0.9,4,0.0768109639829793,0.07681096398297937,0.07681096398297937,6.938893903907228e-17,6.938893903907228e-17
20260919,float64,-0.9,-0.9,5,0.2048451543667494,0.20484515436674916,0.20484515436674916,2.498001805406602e-16,2.498001805406602e-16
20260919,float64,-0.9,-0.9,6,-0.7906190664681,-0.790619066468101,0.790619066468101,9.992007221626409e-16,9.992007221626409e-16
20260919,float64,-0.9,-0.9,7,-6.795391668674369,-6.79539166867437,6.79539166867437,8.881784197001252e-16,1.3070305039141168e-16
20260919,float64,-0.9,-0.9,8,12.198546444645732,12.198546444645757,12.198546444645757,2.4868995751603507e-14,2.0386851715860886e-15
20260919,float64,-0.9,-0.9,9,297.35968647619256,297.3596864761924,297.3596864761924,1.7053025658242404e-13,5.734814244770778e-16
20260919,float64,-0.9,-0.9,10,187.25970481125557,187.25970481125447,187.25970481125447,1.1084466677857563e-12,5.919301586547934e-15
20260919,float64,-0.5,-0.5,0,-0.07762668563084978,-0.07762668563084978,0.07762668563084978,0.0,0.0
20260919,float64,-0.5,-0.5,1,-0.09024296624455284,-0.09024296624455286,0.09024296624455286,1.3877787807814457e-17,1.3877787807814457e-17
20260919,float64,-0.5,-0.5,2,-0.027656213401957255,-0.027656213401957265,0.027656213401957265,1.0408340855860843e-17,1.0408340855860843e-17
20260919,float64,-0.5,-0.5,3,0.03638495517365622,0.036384955173656204,0.036384955173656204,1.3877787807814457e-17,1.3877787807814457e-17
20260919,float64,-0.5,-0.5,4,0.05731193837054783,0.05731193837054787,0.05731193837054787,4.163336342344337e-17,4.163336342344337e-17
20260919,float64,-0.5,-0.5,5,-0.28018790215227957,-0.2801879021522794,0.2801879021522794,1.6653345369377348e-16,1.6653345369377348e-16
20260919,float64,-0.5,-0.5,6,-0.44300541875783817,-0.4430054187578382,0.4430054187578382,5.551115123125783e-17,5.551115123125783e-17
20260919,float64,-0.5,-0.5,7,8.82270441662094,8.82270441662094,8.82270441662094,0.0,0.0
20260919,float64,-0.5,-0.5,8,13.492316540008703,13.492316540008702,13.492316540008702,1.7763568394002505e-15,1.3165692000575498e-16
20260919,float64,-0.5,-0.5,9,-356.6203902433658,-356.6203902433659,356.6203902433659,5.684341886080802e-14,1.5939475256032547e-16
20260919,float64,-0.5,-0.5,10,-464.6719169199597,-464.6719169199602,464.6719169199602,5.115907697472721e-13,1.1009720000690157e-15
20260919,float64,0.0,0.0,0,-0.12536734940072383,-0.12536734940072386,0.12536734940072386,2.7755575615628914e-17,2.7755575615628914e-17
20260919,float64,0.0,0.0,1,-0.09899395146377576,-0.09899395146377575,0.09899395146377575,1.3877787807814457e-17,1.3877787807814457e-17
20260919,float64,0.0,0.0,2,-0.007206094714989565,-0.007206094714989584,0.007206094714989584,1.9081958235744878e-17,1.9081958235744878e-17
20260919,float64,0.0,0.0,3,0.040428875773090345,0.04042887577309032,0.04042887577309032,2.7755575615628914e-17,2.7755575615628914e-17
20260919,float64,0.0,0.0,4,0.002655764992805373,0.002655764992805429,0.002655764992805429,5.594483210025203e-17,5.594483210025203e-17
20260919,float64,0.0,0.0,5,0.16225456701037927,0.16225456701037924,0.16225456701037924,2.7755575615628914e-17,2.7755575615628914e-17
20260919,float64,0.0,0.0,6,0.6765131602880018,0.6765131602880015,0.6765131602880015,3.3306690738754696e-16,3.3306690738754696e-16
20260919,float64,0.0,0.0,7,-6.288757848181591,-6.288757848181591,6.288757848181591,0.0,0.0
20260919,float64,0.0,0.0,8,-13.566434951464549,-13.566434951464537,13.566434951464537,1.2434497875801753e-14,9.165634096420749e-16
20260919,float64,0.0,0.0,9,206.4389890161914,206.4389890161912,206.4389890161912,2.2737367544323206e-13,1.1014085882071382e-15
20260919,float64,0.0,0.0,10,-180.04544862030338,-180.04544862030286,180.04544862030286,5.115907697472721e-13,2.8414534978118992e-15
20260919,float64,0.5,0.5,0,-0.17486902467141102,-0.17486902467141105,0.17486902467141105,2.7755575615628914e-17,2.7755575615628914e-17
20260919,float64,0.5,0.5,1,-0.09702903811282221,-0.09702903811282221,0.09702903811282221,0.0,0.0
20260919,float64,0.5,0.5,2,0.01682942795854909,0.016829427958549095,0.016829427958549095,6.938893903907228e-18,6.938893903907228e-18
20260919,float64,0.5,0.5,3,0.06002276041233408,0.06002276041233404,0.06002276041233404,3.469446951953614e-17,3.469446951953614e-17
20260919,float64,0.5,0.5,4,0.04582566991245291,0.04582566991245289,0.04582566991245289,2.0816681711721685e-17,2.0816681711721685e-17
20260919,float64,0.5,0.5,5,-0.15541964041588185,-0.15541964041588166,0.15541964041588166,1.942890293094024e-16,1.942890293094024e-16
