seed,dtype,point,quantized_point,order,observed,reference,reference_decimal,reference_magnitude,absolute_error,scaled_error
20260918,float32,0.0,0.0,8,32.27118682861328,32.27117780617129,32.27117780617128892062837433608528089219178718656160552010268839498125129110790575498878925382818482,32.27117780617129,9.022441992329371e-06,2.795820483070187e-07
20260918,float32,0.0,0.0,9,198.1946563720703,198.19468977764998,198.1946897776499717839719365392675228517153881335084320743202561618089158359049226793784293219694609,198.19468977764998,3.3405579659283975e-05,1.685493173240964e-07
20260918,float32,0.0,0.0,10,-1048.3734130859375,-1048.373299718065,-1048.37329971806505693861422949130420982888465403207463480384694940714892765767462860699982256582944,1048.373299718065,0.00011336787244306139,1.0813693221064383e-07
20260918,float32,0.5,0.5,0,-0.15696555376052856,-0.15696552666961014,-0.1569655266696101526785619853919926127624929012499256427181523495202585338776654521825946134741933787,0.15696552666961014,2.7090918411774563e-08,2.7090918411774563e-08
20260918,float32,0.5,0.5,1,0.025478243827819824,0.025478239454698043,0.02547823945469804280328207508020346958942042679354385692200541012637166029605126402821651341986792442,0.025478239454698043,4.373121781415468e-09,4.373121781415468e-09
20260918,float32,0.5,0.5,2,0.09137075394392014,0.09137076110278494,0.09137076110278494439326802815963560257877176123612496294561322037217362234667361206213259245163633674,0.09137076110278494,7.158864808895221e-09,7.158864808895221e-09
20260918,float32,0.5,0.5,3,-0.1025693267583847,-0.10256932657833553,-0.1025693265783355316077281850477811017429746099095010825666598248778506500283639272031674011303683329,0.10256932657833553,1.8004917298211558e-10,1.8004917298211558e-10
20260918,float32,0.5,0.5,4,-0.27128663659095764,-0.2712866163927412,-0.2712866163927411930693721590573799873912262294877096956194696692265820982651104751533564132796739959,0.2712866163927412,2.019821644853219e-08,2.019821644853219e-08
20260918,float32,0.5,0.5,5,0.17685310542583466,0.1768531523558751,0.1768531523558750848467526017240260884187282056363757392618223616233658291386229487505110449629798728,0.1768531523558751,4.693004042908503e-08,4.693004042908503e-08
20260918,float32,0.5,0.5,6,1.926626443862915,1.9266261740541761,1.926626174054176176878383217785146199101414176418975074485630343614929464956913569841456728369513164,1.9266261740541761,2.698087388621841e-07,1.400420810719232e-07
20260918,float32,0.5,0.5,7,7.945718765258789,7.9457177001406825,7.945717700140682058770248332817172735656849531566717025094884409467629430259901537498833894969801389,7.9457177001406825,1.0651181070037298e-06,1.3404932659322535e-07
20260918,float32,0.5,0.5,8,-29.856048583984375,-29.856045022470898,-29.85604502247089669732918137540131682643185005544088814262775491363619799229754756192832017356434349,29.856045022470898,3.561513478302671e-06,1.192895266476899e-07
20260918,float32,0.5,0.5,9,-358.80352783203125,-358.80353193957257,-358.8035319395725481886147695425653795375849075710348337800592878965908673227661181243475675093370957,358.80353193957257,4.1075412981886145e-06,1.1447884239000137e-08
20260918,float32,0.5,0.5,10,344.2802429199219,344.2803736363164,344.2803736363164287951770912880141657513335687189263364848335026246844671419153307389095735989445342,344.2803736363164,0.00013071639455379517,3.796800647482699e-07
20260918,float32,0.9,0.8999999761581421,0,-0.14082008600234985,-0.14082010026362876,-0.1408201002636287595120151200282021455370317198101375805772092490873545736757909910117029569016167612,0.14082010026362876,1.426127890599639e-08,1.426127890599639e-08
20260918,float32,0.9,0.8999999761581421,1,0.05131066218018532,0.05131067097117826,0.0513106709711782573308972543326310245644230876736502505744400917869992534481849503919893454401036934,0.05131067097117826,8.790992939337734e-09,8.790992939337734e-09
20260918,float32,0.9,0.8999999761581421,2,0.03298960626125336,0.03298959965018111,0.03298959965018111262675244926858083981391601404941466719528797688811665584556072992289424771234170212,0.03298959965018111,6.611072244306841e-09,6.611072244306841e-09
20260918,float32,0.9,0.8999999761581421,3,-0.1721440702676773,-0.17214404457256965,-0.1721440445725696657329387512575081702791364970752845851042886307797291949802857973399070081157633923,0.17214404457256965,2.5695107641395967e-08,2.5695107641395967e-08
20260918,float32,0.9,0.8999999761581421,4,-0.017367180436849594,-0.01736719308508748,-0.01736719308508748046245349503820521048800626551786576564579867047158768375736148297382563500919711106,0.01736719308508748,1.2648237886346242e-08,1.2648237886346242e-08
20260918,float32,0.9,0.8999999761581421,5,0.9938433170318604,0.9938434736287504,0.9938434736287503219795825336019014408847887702757251061077286858122020206660177217995421200761138311,0.9938434736287504,1.565968899704171e-07,1.565968899704171e-07
20260918,float32,0.9,0.8999999761581421,6,0.45551449060440063,0.45551456325970036,0.4555145632597003504678619022419902251218675894450737848654057711848106963283326220212298576493411318,0.45551456325970036,7.265529971570223e-08,7.265529971570223e-08
20260918,float32,0.9,0.8999999761581421,7,-14.88821029663086,-14.888210676716868,-14.88821067671686789243813555024711922852954700658378730743734650515139170023687405313036938425847656,14.888210676716868,3.800860085174381e-07,2.5529327651968335e-08
20260918,float32,0.9,0.8999999761581421,8,-20.417163848876953,-20.417168683120135,-20.41716868312013587629355658557148060552867874470357383988524306709604343350477591564874302937760206,20.417168683120135,4.834243182751293e-06,2.367734360126043e-07
20260918,float32,0.9,0.8999999761581421,9,471.46905517578125,471.46915011188423,471.4691501118842120357478201443481559345608029858037700268734789277476844089969839719530093372347958,471.46915011188423,9.493610296203575e-05,2.0136227988513456e-07
20260918,float32,0.9,0.8999999761581421,10,828.710693359375,828.7113100283041,828.7113100283040662490184009276696624930422397668318486166291116961848345443857069716697658453034436,828.7113100283041,0.000616668929066249,7.441299782009577e-07
20260918,float64,-0.9,-0.9,0,-0.10020292056670296,-0.10020292056670299,-0.100202920566702991239166357892733728457043887230377378698256453369030286185618473672971088817464037,0.10020292056670299,2.8027086222656994e-17,2.8027086222656994e-17
20260918,float64,-0.9,-0.9,1,-0.07974117324564339,-0.07974117324564337,-0.07974117324564336818156722225210787202114405857733487280952546598218009032199703459558624998974712662,0.07974117324564337,2.4860036763441548e-17,2.4860036763441548e-17
20260918,float64,-0.9,-0.9,2,-0.011504864275843376,-0.011504864275843386,-0.01150486427584338552432419434572313328931906790902235581041105219561184803557125900370754600292944536,0.011504864275843386,9.542923454130147e-18,9.542923454130147e-18
20260918,float64,-0.9,-0.9,3,0.15414910278931285,0.15414910278931276,0.1541491027893127769551564063875676961464015491587173057061001959218531396731377828340333951488117663,0.15414910278931276,7.041731513132266e-17,7.041731513132266e-17
20260918,float64,-0.9,-0.9,4,0.18235248186736716,0.18235248186736722,0.1823524818673672072379486834663585537001190107704012106919523419079322489370167245050168813479119667,0.18235248186736722,4.6209878028928187e-17,4.6209878028928187e-17
20260918,float64,-0.9,-0.9,5,-0.6719748444352427,-0.6719748444352422,-0.6719748444352422947939833893175481802760445687163707329731999724198933193230688604686328373054241785,0.6719748444352422,3.9602705844394256e-16,3.9602705844394256e-16
20260918,float64,-0.9,-0.9,6,-2.0090003113751447,-2.0090003113751447,-2.009000311375144714914215770548351950720194503055123294610655130256763345938727545647497331207968297,2.0090003113751447,3.8751652797216694e-17,1.928902279297881e-17
20260918,float64,-0.9,-0.9,7,5.952253269951644,5.952253269951644,5.952253269951643721652144127235112314527509872663431562774047218526646072495420089427154956405992892,5.952253269951644,2.2196167297317803e-16,3.729036096190532e-17
20260918,float64,-0.9,-0.9,8,40.40135895036868,40.40135895036867,40.40135895036866524995606489582149690202469276716850763718373851048823699126627996046517834668902307,40.40135895036867,1.63829248423771e-14,4.0550430153854027e-16
20260918,float64,-0.9,-0.9,9,-47.61123912755941,-47.611239127559465,-47.61123912755946358326917878738351146093175888245436804012075646463451332219055924006635515302401821,47.611239127559465,5.5792200954318185e-14,1.1718283744903253e-15
20260918,float64,-0.9,-0.9,10,-1261.9932048928274,-1261.9932048928274,-1261.993204892827327986212473693980838972174661235347918699686087768219988119128881386054005958904161,1261.9932048928274,7.910692409765374e-14,6.268411255381661e-17
20260918,float64,-0.5,-0.5,0,-0.13124726408421256,-0.13124726408421256,-0.1312472640842125509535720366785111713900390939648857865259131443028873317297704964684290467060288014,0.13124726408421256,5.014351171621397e-18,5.014351171621397e-18
20260918,float64,-0.5,-0.5,1,-0.07090902932315145,-0.07090902932315145,-0.07090902932315144733247378361916233861458761321605545460897365606411037190523571502531363162298964943,0.07090902932315145,1.132616357252163e-18,1.132616357252163e-18
20260918,float64,-0.5,-0.5,2,0.056133414308249314,0.05613341430824934,0.05613341430824934247732928546337228042292563480642092032620604729897819694142483839138040018357892746,0.05613341430824934,2.798238187259538e-17,2.798238187259538e-17
20260918,float64,-0.5,-0.5,3,0.16100801881972934,0.16100801881972931,0.161008018819729308551671574230457875033202388858340825838724078625710213167197516489245688574540053,0.16100801881972931,3.415603123850098e-17,3.415603123850098e-17
20260918,float64,-0.5,-0.5,4,-0.15189962136271978,-0.15189962136271978,-0.1518996213627197862752965554642744146262347242225254278692807905291865748916892729987568090474240412,0.15189962136271978,2.9512720082090257e-18,2.9512720082090257e-18
20260918,float64,-0.5,-0.5,5,-0.7256930535313485,-0.7256930535313484,-0.7256930535313483875822755846206239806420054230312229758986993803872903080580914714647763445104264611,0.7256930535313484,1.0998230366278909e-16,1.0998230366278909e-16
20260918,float64,-0.5,-0.5,6,1.8227230031856947,1.8227230031856947,1.822723003185694683621772827656484802418674304829022352004799080613627562552673824261970133513137874,1.8227230031856947,6.509640326065466e-18,3.571382110550058e-18
20260918,float64,-0.5,-0.5,7,6.680757913966441,6.680757913966439,6.680757913966439614143826410969948084721006950804056203638804928697710764836381836495086862412054528,6.680757913966439,1.4164516069925351e-15,2.1201959796079068e-16
20260918,float64,-0.5,-0.5,8,-48.03302106207171,-48.033021062071725,-48.03302106207172866264310854722384215038006376135188253795159654368792667039307478482270763178667994,48.033021062071725,1.75912036137027e-14,3.6623146378759057e-16
20260918,float64,-0.5,-0.5,9,-171.43236291789637,-171.43236291789626,-171.4323629178962515997210228438437439554638121978043900377492812726990576127520061812934280905651827,171.43236291789626,1.1833626730930108e-13,6.902796257085695e-16
20260918,float64,-0.5,-0.5,10,1645.0426723926494,1645.0426723926494,1645.042672392649391872466811811929372863003355942130869077514701332849762243469529825441837503154819,1645.0426723926494,2.680731312361956e-14,1.629581625662597e-17
20260918,float64,0.0,0.0,0,-0.15687049694411237,-0.15687049694411243,-0.1568704969441124168666090384845679540218111706984502313946437926386361363005050314719243643575055197,0.15687049694411243,4.709173825300746e-17,4.709173825300746e-17
20260918,float64,0.0,0.0,1,-0.027232319557907995,-0.027232319557908002,-0.02723231955790800369166088498763252552074656253846749958422520454748013801835389080187246628182203702,0.027232319557908002,8.225199470052522e-18,8.225199470052522e-18
20260918,float64,0.0,0.0,2,0.10788621677496858,0.10788621677496857,0.1078862167749685700184174368481190649480089471935152892423551896915272564213532234600806359021797754,0.10788621677496857,1.2402983771800485e-17,1.2402983771800485e-17
20260918,float64,0.0,0.0,3,0.03630203357198048,0.036302033571980495,0.03630203357198049658211750367651150609394149640384907914216660430208627413656446612573356208267150853,0.036302033571980495,1.5329689440177628e-17,1.5329689440177628e-17
20260918,float64,0.0,0.0,4,-0.2784211271436972,-0.27842112714369727,-0.2784211271436972645496598615377342351183377695697684821922078048870476603258489030500934953057726964,0.27842112714369727,5.327938084878632e-17,5.327938084878632e-17
20260918,float64,0.0,0.0,5,0.03357788686043641,0.03357788686043652,0.03357788686043652508043859574383115759485648370339253417156297766449992150311373755711134406773188504,0.03357788686043652,1.1422633587789488e-16,1.1422633587789488e-16
20260918,float64,0.0,0.0,6,0.0240259804947903,0.024025980494790343,0.02402598049479034203454171240516047600082025732315026783795355853700250677460492985480957788710385793,0.024025980494790343,4.0689532259034214e-17,4.0689532259034214e-17
20260918,float64,0.0,0.0,7,-5.820673684042631,-5.820673684042634,-5.820673684042634174902396497029099349194258536398457181398771471602045474742098995587288678068647482,5.820673684042634,3.4282423445423517e-15,5.889769003785372e-16
20260918,float64,0.0,0.0,8,32.27117780617129,32.27117780617129,32.27117780617128892062837433608528089219178718656160552010268839498125129110790575498878925382818482,32.27117780617129,1.1931625503448612e-15,3.6973009089141146e-17
20260918,float64,0.0,0.0,9,198.19468977765004,198.19468977764998,198.1946897776499717839719365392675228517153881335084320743202561618089158359049226793784293219694609,198.19468977764998,6.891227216822609e-14,3.476998916849749e-16
20260918,float64,0.0,0.0,10,-1048.3732997180653,-1048.373299718065,-1048.37329971806505693861422949130420982888465403207463480384694940714892765767462860699982256582944,1048.373299718065,1.976990080449671e-13,1.8857692016587367e-16
20260918,float64,0.5,0.5,0,-0.1569655266696101,-0.15696552666961014,-0.1569655266696101526785619853919926127624929012499256427181523495202585338776654521825946134741933787,0.15696552666961014,4.1213159261185195e-17,4.1213159261185195e-17
20260918,float64,0.5,0.5,1,0.025478239454698053,0.025478239454698043,0.02547823945469804280328207508020346958942042679354385692200541012637166029605126402821651341986792442,0.025478239454698043,1.0459078271513393e-17,1.0459078271513393e-17
20260918,float64,0.5,0.5,2,0.09137076110278494,0.09137076110278494,0.09137076110278494439326802815963560257877176123612496294561322037217362234667361206213259245163633674,0.09137076110278494,2.383931950442328e-18,2.383931950442328e-18
20260918,float64,0.5,0.5,3,-0.10256932657833553,-0.10256932657833553,-0.1025693265783355316077281850477811017429746099095010825666598248778506500283639272031674011303683329,0.10256932657833553,2.9644335063101246e-18,2.9644335063101246e-18
20260918,float64,0.5,0.5,4,-0.27128661639274126,-0.2712866163927412,-0.2712866163927411930693721590573799873912262294877096956194696692265820982651104751533564132796739959,0.2712866163927412,7.13114446422919e-17,7.13114446422919e-17
20260918,float64,0.5,0.5,5,0.17685315235587523,0.1768531523558751,0.1768531523558750848467526017240260884187282056363757392618223616233658291386229487505110449629798728,0.1768531523558751,1.4679154099701086e-16,1.4679154099701086e-16
20260918,float64,0.5,0.5,6,1.9266261740541761,1.9266261740541761,1.926626174054176176878383217785146199101414176418975074485630343614929464956913569841456728369513164,1.9266261740541761,4.4178915801398095e-17,2.2930715048074396e-17
20260918,float64,0.5,0.5,7,7.945717700140679,7.9457177001406825,7.945717700140682058770248332817172735656849531566717025094884409467629430259901537498833894969801389,7.9457177001406825,3.1513535347050634e-15,3.9661030678817944e-16
20260918,float64,0.5,0.5,8,-29.856045022470926,-29.856045022470898,-29.85604502247089669732918137540131682643185005544088814262775491363619799229754756192832017356434349,29.856045022470898,2.970044374650954e-14,9.947882823781836e-16
20260918,float64,0.5,0.5,9,-358.8035319395727,-358.80353193957257,-358.8035319395725481886147695425653795375849075710348337800592878965908673227661181243475675093370957,358.80353193957257,1.3057751127641465e-13,3.639248213933571e-16
20260918,float64,0.5,0.5,10,344.2803736363172,344.2803736363164,344.2803736363164287951770912880141657513335687189263364848335026246844671419153307389095735989445342,344.2803736363164,7.932128970768278e-13,2.3039736151638582e-15
20260918,float64,0.9,0.9,0,-0.140820099040287,-0.14082009904028703,-0.1408200990402870224268705612394722309388983067172208777962528578242386013217248959059758150315543303,0.14082009904028703,2.2335161514738563e-17,2.2335161514738563e-17
20260918,float64,0.9,0.9,1,0.05131067175771156,0.051310671757711555,0.05131067175771155650969165386523043750451701720020701800810960191325749158692619350590746775096002862,0.051310671757711555,5.792215184136511e-18,5.792215184136511e-18
20260918,float64,0.9,0.9,2,0.032989595545947235,0.032989595545947256,0.03298959554594725308952573238543400478858185596154483195655346004532837120617534428025928430677055551,0.032989595545947256,1.772294621270789e-17,1.772294621270789e-17
20260918,float64,0.9,0.9,3,-0.17214404498663557,-0.17214404498663555,-0.1721440449866355334841659541772357404712187528921362866541270794411139381426958286284969062555257931,0.17214404498663555,4.137232682660475e-17,4.137232682660475e-17
20260918,float64,0.9,0.9,4,-0.017367169390012448,-0.017367169390012444,-0.0173671693900124457369178436784270902616330619223722430055363576450655248334989170426958908292415124,0.017367169390012444,1.956998342930049e-18,1.956998342930049e-18
20260918,float64,0.9,0.9,5,0.9938434844890597,0.9938434844890596,0.9938434844890595938546620708296335700105400501871263862571837318124890565649864267945561202049993236,0.9938434844890596,8.702063820249868e-17,8.702063820249868e-17
20260918,float64,0.9,0.9,6,0.45551420829709094,0.4555142082970907,0.4555142082970907262210807095131522776126236187164413276559689265895997207801427962721182928020742051,0.4555142082970907,2.1273834757615743e-16,2.1273834757615743e-16
20260918,float64,0.9,0.9,7,-14.888211163499971,-14.88821116349997,-14.88821116349996901683860832874705696992645868639856924229480324575464062405910063591644026576227815,14.88821116349997,1.962435103817349e-15,1.3181134269699686e-16
20260918,float64,0.9,0.9,8,-20.417157442419406,-20.417157442419406,-20.41715744241940388403431145421031117988572932049266965058392159609321961041253136060199133678686794,20.417157442419406,1.6712218507338055e-15,8.185379651633662e-17
20260918,float64,0.9,0.9,9,471.46916986989504,471.46916986989515,471.4691698698951274340004344093860473938044096445485680707163028543763087517393532077332691034103835,471.46916986989515,8.70417068396318e-14,1.8461802468155343e-16
20260918,float64,0.9,0.9,10,828.7107727180684,828.7107727180676,828.7107727180675546309889967253489675538517900371974341219048642680298185163934957718503023110269231,828.7107727180676,8.149823311043272e-13,9.83433977129665e-16
20260919,float32,-0.9,-0.8999999761581421,0,-0.044050008058547974,-0.04405000543853125,-0.04405000543853125081298361898434125640374279188249502292017427363282298352120064017876742392197628638,0.04405000543853125,2.620016722819829e-09,2.620016722819829e-09
20260919,float32,-0.9,-0.8999999761581421,1,-0.07710123062133789,-0.07710123051112909,-0.07710123051112908440120781994406485519725718528071284137060734361627147396828055205493367198738926468,0.07710123051112909,1.1020880622379219e-10,1.1020880622379219e-10
20260919,float32,-0.9,-0.8999999761581421,2,-0.03568914160132408,-0.03568914408565137,-0.0356891440856513685357449498388589189936246762838996935454410679092272006581242203563839872103245927,0.03568914408565137,2.4843272871148465e-09,2.4843272871148465e-09
20260919,float32,-0.9,-0.8999999761581421,3,0.0024220221675932407,0.0024220270004949094,0.002422027000494909564255177535029553807097596810700031105452659025168186039030066018634245927806936697,0.0024220270004949094,4.83290166882634e-09,4.83290166882634e-09
20260919,float32,-0.9,-0.8999999761581421,4,0.07681093364953995,0.07681096886686822,0.07681096886686822074331400270517175452588941810005156832370184075203186237625298694428564451311387285,0.07681096886686822,3.521732827323355e-08,3.521732827323355e-08
20260919,float32,-0.9,-0.8999999761581421,5,0.20484507083892822,0.20484513551691977,0.2048451355169197571762618812038569504395268512576568244127131616244639795272454879508420393717213883,0.20484513551691977,6.467799153452001e-08,6.467799153452001e-08
20260919,float32,-0.9,-0.8999999761581421,6,-0.7906187176704407,-0.7906192284828603,-0.7906192284828602284085507098108863525375341100402623411519531227716219497025209725512529035958878636,0.7906192284828603,5.108124195545804e-07,5.108124195545804e-07
20260919,float32,-0.9,-0.8999999761581421,7,-6.79539155960083,-6.795391377838274,-6.795391377838273820028651243087903773089661450213958314415775952573210738193337887976960838349395017,6.795391377838274,1.8176255625809635e-07,2.6747915778755046e-08
20260919,float32,-0.9,-0.8999999761581421,8,12.198555946350098,12.19855353425321,12.19855353425320927241731013234248321320793080678337042557400723321485357544346616665993459092827484,12.19855353425321,2.412096888383833e-06,1.9773630386674367e-07
20260919,float32,-0.9,-0.8999999761581421,9,297.3596496582031,297.35969094080724,297.3596909408072664458981509633095364654028179560794975139903246919232690600222027430786342472605057,297.35969094080724,4.12826041414459e-05,1.388305321774889e-07
20260919,float32,-0.9,-0.8999999761581421,10,187.2595672607422,187.25933542827764,187.2593354282776345097897115226884669245418755922996731251866945713618266459643376152288943256204283,187.25933542827764,0.00023183246455299022,1.2380288759584143e-06
20260919,float32,-0.5,-0.5,0,-0.07762668281793594,-0.07762668563084978,-0.07762668563084977949687106734929105909396147738412474339900724259020106022468407156792881280858766494,0.07762668563084978,2.8129138358933552e-09,2.8129138358933552e-09
20260919,float32,-0.5,-0.5,1,-0.09024297446012497,-0.09024296624455286,-0.09024296624455286257792343666033244552799853638693191696893396613890645843768128479286824702231505816,0.09024296624455286,8.215572106904498e-09,8.215572106904498e-09
20260919,float32,-0.5,-0.5,2,-0.027656208723783493,-0.027656213401957265,-0.027656213401957264884702506982699426937252112894098357467915211902817488111892887830791746389309894,0.027656213401957265,4.6781737718427105e-09,4.6781737718427105e-09
20260919,float32,-0.5,-0.5,3,0.03638496622443199,0.036384955173656204,0.03638495517365620177638233379959989731724114381357399276604893611401075071855384744829969130912268883,0.036384955173656204,1.1050775789800766e-08,1.1050775789800766e-08
20260919,float32,-0.5,-0.5,4,0.05731190741062164,0.05731193837054787,0.05731193837054786914386469269770268471582879541966915187404083626141874805512201648063055680284000336,0.05731193837054787,3.095992622607746e-08,3.095992622607746e-08
20260919,float32,-0.5,-0.5,5,-0.2801879048347473,-0.2801879021522794,-0.2801879021522793922675632817717590391431324780174514767050422875915097629831425315182141282967350069,0.2801879021522794,2.6824679221855617e-09,2.6824679221855617e-09
20260919,float32,-0.5,-0.5,6,-0.44300517439842224,-0.4430054187578382,-0.4430054187578382192423241410235232226165307970622403501266128525172943140426608310738722529163436505,0.4430054187578382,2.443594159780314e-07,2.443594159780314e-07
20260919,float32,-0.5,-0.5,7,8.822707176208496,8.82270441662094,8.822704416620940519240667463626964224352663169407556639783843225366421705030105385501719018322536515,8.82270441662094,2.7595875555745095e-06,3.127825012901679e-07
20260919,float32,-0.5,-0.5,8,13.49230670928955,13.492316540008702,13.49231654000870083254797365606500137396140865201097873201320178682573523015700731022273190762344976,13.492316540008702,9.830719150051298e-06,7.286161068709227e-07
